ds,yhat,yhat_lower,yhat_upper,city
2023-04-01,2745.9999727726154,2745.9999727037653,2745.9999728408084,Fès
2023-05-01,2704.9999946248895,2704.9999945548548,2704.999994695808,Fès
2023-06-01,3463.0000155211787,3463.000015451313,3463.0000155921625,Fès
2023-07-01,2944.0000100000293,2944.000009931482,2944.000010072199,Fès
2023-08-01,2929.999972796433,2929.9999727276345,2929.999972866429,Fès
2023-09-01,2682.999984268242,2682.999984201882,2682.999984340654,Fès
2023-10-01,2756.9999910701617,2756.9999909971248,2756.99999114419,Fès
2023-11-01,2845.9999891850102,2845.9999891130956,2845.9999892595197,Fès
2023-12-01,2936.9999883958917,2936.9999883217606,2936.9999884660497,Fès
2024-01-01,2733.0000070841543,2733.000007014041,2733.000007154542,Fès
2024-02-01,2774.0000042755755,2774.0000042012425,2774.0000043471437,Fès
2024-03-01,3438.9999721618137,3438.999972093214,3438.9999722316284,Fès
2024-04-01,2632.999973368683,2632.9999732990505,2632.9999734346557,Fès
2024-05-01,2913.999991756451,2913.9999916793377,2913.999991824792,Fès
2024-06-01,3588.000014964527,3588.0000148914282,3588.0000150331434,Fès
2024-07-01,2790.0000070873193,2790.0000070169917,2790.0000071553923,Fès
2024-08-01,2939.9999776579593,2939.999977589835,2939.9999777195244,Fès
2024-09-01,2850.999986812928,2850.999986743615,2850.9999868788273,Fès
2024-10-01,2709.999994686341,2709.9999946096304,2709.999994756104,Fès
2024-11-01,2850.9999920590385,2850.999991990373,2850.999992128316,Fès
2024-12-01,3014.999987800624,3014.999987728099,3014.99998787401,Fès
2025-01-01,4141.545140030037,4134.549971696523,4148.937687501926,Fès
2025-02-01,2847.213725799564,2831.8146435553635,2863.300035683836,Fès
2025-03-01,4126.261950875804,4086.3271944611583,4169.662887920493,Fès
2025-04-01,3165.4529608779867,3117.7068010944286,3217.4423335910774,Fès
2025-05-01,3411.8313981102106,3340.564165532851,3487.915455835077,Fès
2025-06-01,4238.520471443946,4122.0891268853975,4360.592520046872,Fès
2025-07-01,3389.8715823853545,3272.419577186039,3515.272589158461,Fès
2025-08-01,3519.752624596028,3373.461020000693,3678.7005199736764,Fès
2025-09-01,3361.1065967134036,3195.3945803633223,3535.86074702762,Fès
2025-10-01,3294.2346126180705,3103.563832418592,3493.956327466949,Fès
2025-11-01,3462.2550717477643,3229.7431581156984,3701.2530147444236,Fès
2025-12-01,3652.3360815492692,3376.988793790672,3934.871499444219,Fès
2026-01-01,4459.976100634685,4077.55974629575,4842.544458723085,Fès
2023-01-01,3040.315228320021,2954.0465664629264,3134.783380009921,Marrakech
2023-02-01,3159.5642688850953,3060.3960508065893,3257.2755295744796,Marrakech
2023-03-01,3592.373660774247,3490.9331035190808,3682.6331852832664,Marrakech
2023-04-01,3320.7175635173335,3230.542158917008,3423.3306666106596,Marrakech
2023-05-01,3195.551830082628,3097.295866841075,3283.588699761091,Marrakech
2023-06-01,3720.262551821738,3623.1038949390704,3826.561096474964,Marrakech
2023-07-01,3916.326888539814,3819.203567306603,4013.3759889233206,Marrakech
2023-08-01,3480.5627349544734,3380.122451915691,3574.511414135585,Marrakech
2023-09-01,3031.252571415369,2934.7763920101634,3127.0712045477876,Marrakech
2023-10-01,3109.136553097831,3010.6370421705324,3213.5210563930023,Marrakech
2023-11-01,3289.5467426790055,3188.817400643276,3385.365929984295,Marrakech
2023-12-01,3002.8470963349027,2899.9827904849285,3101.666851946775,Marrakech
2024-01-01,3027.095418818282,2932.6348512754403,3122.465446754498,Marrakech
2024-02-01,3201.9283145381332,3110.2811768649794,3302.207434004154,Marrakech
2024-03-01,4124.6816820075155,4027.912949231482,4221.391138330354,Marrakech
2024-04-01,3058.3167578360026,2965.2723763020635,3152.4539657770965,Marrakech
2024-05-01,2937.0778118238763,2847.7756315501256,3031.32257923876,Marrakech
2024-06-01,3760.064094098432,3665.275381307953,3857.4965711294844,Marrakech
2024-07-01,3871.841057368287,3765.784108346739,3966.7394663180453,Marrakech
2024-08-01,4073.0230883230142,3980.914709886172,4174.009645093226,Marrakech
2024-09-01,3025.868318652109,2927.11551572639,3130.6561008278045,Marrakech
2024-10-01,3094.2991501765714,3000.513281817216,3187.7999383967167,Marrakech
2024-11-01,3077.69920976912,2978.6676131611143,3178.6426978593468,Marrakech
2024-12-01,2889.2106939633823,2791.815850569957,2993.1916296138993,Marrakech
2025-01-01,3211.31919026292,3108.1536007205473,3310.0788849242654,Marrakech
2025-02-01,3224.788381315001,3130.376693292269,3316.1888796968933,Marrakech
2025-03-01,4006.26505944313,3911.494328573229,4104.527962641182,Marrakech
2025-04-01,3192.0102662616,3099.4937006354876,3292.079780022758,Marrakech
2025-05-01,3072.3181364665397,2969.97957400105,3169.908055143814,Marrakech
2025-06-01,3807.8762240669125,3709.926817612768,3908.7333008883584,Marrakech
2025-07-01,3951.158152433208,3857.312053240203,4049.8846055729427,Marrakech
2025-08-01,3935.034108769451,3840.0353710069785,4028.3019402037116,Marrakech
2025-09-01,3071.602212263929,2976.810049073793,3160.539774070759,Marrakech
2025-10-01,3145.4781461909784,3048.3925362294362,3240.1042663590556,Marrakech
2025-11-01,3197.3736833315465,3103.035273461494,3291.081142501669,Marrakech
2025-12-01,2975.1580494433742,2877.0080468146357,3070.9874891153067,Marrakech
2026-01-01,3200.25601375266,3108.8953267546044,3300.8737279134953,Marrakech
2023-01-01,1927.9999867113588,1927.9999866629478,1927.9999867588035,Agadir
2023-02-01,1924.999998074654,1924.9999980267125,1924.999998124166,Agadir
2023-03-01,2470.999990240812,2470.999990191065,2470.9999902866493,Agadir
2023-04-01,1877.999979041024,1877.999978993982,1877.9999790900365,Agadir
2023-05-01,1766.0000052226396,1766.0000051721063,1766.0000052711118,Agadir
2023-06-01,2231.9999907570386,2231.9999907069155,2231.999990805781,Agadir
2023-07-01,2333.9999324965534,2333.9999324437613,2333.9999325447643,Agadir
2023-08-01,2279.9999947128767,2279.999994663623,2279.9999947618376,Agadir
2023-09-01,1884.9999945228744,1884.9999944775861,1884.9999945743111,Agadir
2023-10-01,1937.9999792207568,1937.9999791735104,1937.9999792679873,Agadir
2023-11-01,2079.0000061678575,2079.000006121742,2079.000006213834,Agadir
2023-12-01,1916.9999904461974,1916.999990397319,1916.9999904967242,Agadir
2024-01-01,1923.9999859920372,1923.99998594518,1923.9999860401165,Agadir
2024-02-01,1892.999999250689,1892.9999992024634,1892.9999992997025,Agadir
2024-03-01,2232.9999932033725,2232.99999315662,2232.9999932522865,Agadir
2024-04-01,1896.9999785024465,1896.999978453114,1896.9999785467262,Agadir
2024-05-01,1906.000007195197,1906.0000071469756,1906.0000072425275,Agadir
2024-06-01,2560.999992493478,2560.9999924467284,2560.9999925434527,Agadir
2024-07-01,2351.999934545847,2351.9999344932626,2351.9999345949523,Agadir
2024-08-01,2410.99999608596,2410.999996039002,2410.9999961312087,Agadir
2024-09-01,1896.9999983839675,1896.9999983378138,1896.9999984340761,Agadir
2024-10-01,1788.9999843894823,1788.9999843409985,1788.9999844388662,Agadir
2024-11-01,2009.000009742419,2009.0000096934443,2009.000009795189,Agadir
2024-12-01,1970.999993467112,1970.99999341896,1970.9999935166381,Agadir
2025-01-01,1940.7642210913093,1938.9684932383504,1942.4863477294432,Agadir
2025-02-01,2041.263773758964,2035.0149998043958,2047.1687629192352,Agadir
2025-03-01,2216.0188479088474,2202.5301307402483,2228.0818047766033,Agadir
2025-04-01,1798.1612072743183,1781.034883278227,1814.1701586881202,Agadir
2025-05-01,1753.330014952568,1728.9782360183399,1775.8587885602965,Agadir
2025-06-01,2301.7436862202035,2259.748210111959,2340.910143362692,Agadir
2025-07-01,2195.45214871424,2143.7465690788877,2242.8955545975437,Agadir
2025-08-01,2205.080726278256,2142.0232102394366,2265.5798789109635,Agadir
2025-09-01,1754.8656018667905,1694.1981752374425,1813.331753916131,Agadir
2025-10-01,1698.265764463966,1630.8472999803578,1766.0706356787516,Agadir
2025-11-01,1869.8140800856418,1784.155922123348,1957.9745792570823,Agadir
2025-12-01,1789.0029156827427,1693.7591590692944,1887.9878647609466,Agadir
2026-01-01,1763.9437999209647,1656.8046127735843,1876.4329097295406,Agadir
2023-01-01,2287.000001987125,2287.0000019294203,2287.000002047019,Tanger
2023-02-01,2099.9998816459406,2099.9998815861168,2099.9998817027054,Tanger
2023-03-01,3061.0000921113965,3061.000092051413,3061.0000921757132,Tanger
2023-04-01,2045.9999956239299,2045.9999955619357,2045.9999956855575,Tanger
2023-05-01,2264.999864101391,2264.9998640403333,2264.9998641625693,Tanger
2023-06-01,2929.000092346246,2929.0000922814993,2929.000092406271,Tanger
2023-07-01,1777.0000504941404,1777.0000504326395,1777.0000505515768,Tanger
2023-08-01,1816.999891911318,1816.9998918535996,1816.9998919724746,Tanger
2023-09-01,2211.0000745816596,2211.0000745189413,2211.0000746386067,Tanger
2023-10-01,2145.0000087854933,2145.0000087277367,2145.0000088476777,Tanger
2023-11-01,2028.9998899837717,2028.999889921335,2028.9998900432136,Tanger
2023-12-01,2208.0001343223726,2208.0001342583173,2208.0001343808185,Tanger
2024-01-01,2083.00000294695,2083.000002882622,2083.000003004621,Tanger
2024-02-01,2251.9998801323504,2251.999880070782,2251.9998801918555,Tanger
2024-03-01,2729.0000913685626,2729.0000913103486,2729.0000914305683,Tanger
2024-04-01,2369.999986451458,2369.9999863923413,2369.999986513631,Tanger
2024-05-01,2113.9998713246964,2113.9998712682877,2113.9998713810614,Tanger
2024-06-01,2597.000085956541,2597.0000858917274,2597.0000860187247,Tanger
2024-07-01,1946.0000434533063,1946.0000433899663,1946.0000435122524,Tanger
2024-08-01,1754.9998909707103,1754.9998909094916,1754.9998910283844,Tanger
2024-09-01,2225.000072455879,2225.0000723893054,2225.0000725144464,Tanger
2024-10-01,2343.9999963040814,2343.9999962459137,2343.9999963627192,Tanger
2024-11-01,2022.9998759577645,2022.9998758950828,2022.9998760197489,Tanger
2024-12-01,2220.000141409143,2220.0001413474183,2220.0001414702574,Tanger
2025-01-01,3210.324209311309,3203.962097948777,3217.3459877736345,Tanger
2025-02-01,2049.410911332622,2036.936470276069,2063.7190175637197,Tanger
2025-03-01,3257.3474374731295,3219.566747822066,3300.323169973834,Tanger
2025-04-01,2622.345078145382,2574.3962264784222,2673.3517039918756,Tanger
2025-05-01,2489.99176935254,2428.839630750607,2556.4291859787204,Tanger
2025-06-01,3130.885318005288,3034.126460576936,3239.949850816079,Tanger
2025-07-01,2196.7216803200267,2111.887857160715,2291.5676422981524,Tanger
2025-08-01,2070.870839219549,1970.8018877000984,2180.8190651638506,Tanger
2025-09-01,2608.1093691678984,2455.0550665838828,2772.6834647512464,Tanger
2025-10-01,2689.4220676774385,2506.939447067028,2883.512981020908,Tanger
2025-11-01,2409.962145084694,2224.6165502080776,2608.596658336595,Tanger
2025-12-01,2653.8957224227315,2425.347320450617,2899.457950049887,Tanger
2026-01-01,3369.1673611596316,3047.6179077014863,3711.6743516103566,Tanger
2023-01-01,1518.9999874590721,1518.9999874303137,1518.999987491868,Oujda
2023-02-01,1559.0000071461664,1559.000007113295,1559.0000071782135,Oujda
2023-03-01,1828.99997911039,1828.999979079804,1828.9999791436567,Oujda
2023-04-01,1400.9999999766255,1400.9999999459726,1401.0000000085984,Oujda
2023-05-01,1539.00000115457,1539.0000011245647,1539.0000011860673,Oujda
2023-06-01,1826.9999931357806,1826.9999931050422,1826.9999931686848,Oujda
2023-07-01,1518.9999957815512,1518.99999575053,1518.9999958110134,Oujda
2023-08-01,1525.999999282634,1525.9999992508067,1525.9999993132126,Oujda
2023-09-01,1448.9999970754225,1448.9999970461668,1448.9999971047798,Oujda
2023-10-01,1516.999985524972,1516.9999854934247,1516.999985556542,Oujda
2023-11-01,1522.000004155066,1522.000004123152,1522.000004185825,Oujda
2023-12-01,1446.0000009583246,1446.0000009258465,1446.0000009886435,Oujda
2024-01-01,1639.999987836232,1639.9999878040737,1639.9999878668343,Oujda
2024-02-01,1536.0000076185445,1536.0000075884684,1536.0000076487909,Oujda
2024-03-01,1833.9999806467022,1833.9999806156902,1833.9999806765854,Oujda
2024-04-01,1548.9999989412972,1548.9999989099047,1548.9999989719347,Oujda
2024-05-01,1427.0000028351885,1427.0000028045924,1427.0000028653521,Oujda
2024-06-01,1870.9999919453398,1870.99999191368,1870.999991975782,Oujda
2024-07-01,1586.9999963403538,1586.9999963090575,1586.9999963722978,Oujda
2024-08-01,1437.999998287748,1437.9999982575023,1437.999998317878,Oujda
2024-09-01,1571.999998354423,1571.999998322705,1571.9999983856962,Oujda
2024-10-01,1530.9999850881359,1530.999985056509,1530.9999851203531,Oujda
2024-11-01,1562.0000048934771,1562.0000048631864,1562.0000049229018,Oujda
2024-12-01,1642.000000944702,1642.0000009156765,1642.0000009758742,Oujda
2025-01-01,1373.940087352672,1373.839934734918,1374.0338453219706,Oujda
2025-02-01,1710.471817705204,1710.0885302042882,1710.846063168338,Oujda
2025-03-01,1897.5437021277235,1896.6962878249342,1898.3167326115406,Oujda
2025-04-01,1554.3085999629,1553.2519926276927,1555.3755354715993,Oujda
2025-05-01,1519.7525502201522,1518.2351362087384,1521.2312321200804,Oujda
2025-06-01,1928.3948777982966,1925.8052305262333,1930.865510449216,Oujda
2025-07-01,1624.804570907827,1621.981530573652,1627.384926400153,Oujda
2025-08-01,1526.0748563225484,1522.8627711977424,1529.1453673972171,Oujda
2025-09-01,1592.3467985435107,1588.3302472863056,1596.2803877557997,Oujda
2025-10-01,1588.0991189736233,1583.4043562424422,1592.7966706140028,Oujda
2025-11-01,1612.5121719626845,1606.9866701714398,1618.1160009779258,Oujda
2025-12-01,1639.7984174979442,1633.390229714031,1646.41259873156,Oujda
2026-01-01,1525.8060368264366,1519.0277459849353,1532.6467509829367,Oujda
2023-01-01,790.0000110979872,790.0000110638904,790.0000111368767,Laâyoune
2023-02-01,769.9999892357197,769.9999892004663,769.999989272833,Laâyoune
2023-03-01,994.0000117511839,994.0000117128985,994.0000117890723,Laâyoune
2023-04-01,767.0000008917277,767.0000008544308,767.0000009312204,Laâyoune
2023-05-01,797.0000002270339,797.0000001890465,797.0000002639855,Laâyoune
2023-06-01,976.0000098676619,976.0000098342321,976.0000099040476,Laâyoune
2023-07-01,810.9999939380903,810.9999939017421,810.999993974827,Laâyoune
2023-08-01,833.0000094932847,833.0000094571991,833.0000095297021,Laâyoune
2023-09-01,800.9999984673265,800.9999984323604,800.9999985047746,Laâyoune
2023-10-01,858.0000067924408,858.0000067567242,858.0000068288786,Laâyoune
2023-11-01,788.9999965454933,788.9999965091674,788.9999965823233,Laâyoune
2023-12-01,909.0000035770563,909.0000035396508,909.0000036157439,Laâyoune
2024-01-01,825.0000109411563,825.0000109057216,825.0000109767939,Laâyoune
2024-02-01,765.9999886893941,765.9999886523464,765.999988729118,Laâyoune
2024-03-01,984.0000117653676,984.0000117289364,984.000011801221,Laâyoune
2024-04-01,819.0000000571156,819.0000000183053,819.0000000942777,Laâyoune
2024-05-01,790.9999999910694,790.9999999527691,791.0000000278524,Laâyoune
2024-06-01,994.0000096773363,994.0000096393854,994.0000097118715,Laâyoune
2024-07-01,818.9999940682097,818.9999940319188,818.9999941016748,Laâyoune
2024-08-01,797.0000089978781,797.0000089594351,797.0000090336401,Laâyoune
2024-09-01,765.9999992312866,765.9999991932002,765.9999992678937,Laâyoune
2024-10-01,739.0000066277335,739.0000065917532,739.0000066671495,Laâyoune
2024-11-01,781.9999982430045,781.999998204982,781.99999828118,Laâyoune
2024-12-01,834.000004122119,834.0000040871239,834.0000041613098,Laâyoune
2025-01-01,647.868730014774,647.1272043726767,648.6292911681783,Laâyoune
2025-02-01,690.5949361751052,688.0704326436484,693.1186129500973,Laâyoune
2025-03-01,826.7887152144881,821.0146047506605,832.4716571593567,Laâyoune
2025-04-01,655.955649076218,648.3589357932607,663.1379256619789,Laâyoune
2025-05-01,635.6281809037845,625.0055538932779,645.4155054253425,Laâyoune
2025-06-01,783.770556127239,765.9448682296228,800.5577736848124,Laâyoune
2025-07-01,640.2168480311669,622.0350774342486,658.4500658146846,Laâyoune
2025-08-01,626.8399889744426,604.5516556104592,649.0928451227562,Laâyoune
2025-09-01,595.2131706307624,569.4223361697269,621.104248613942,Laâyoune
2025-10-01,588.2167415623946,557.7738079348674,618.8571748593979,Laâyoune
2025-11-01,586.443610465112,551.1982055938638,621.6464934756249,Laâyoune
2025-12-01,632.3681013794949,587.3660462588527,676.3589385185873,Laâyoune
2026-01-01,511.04613785361744,469.3452740473799,552.37968112864,Laâyoune
2023-01-01,2021.0000047112285,2021.0000046538696,2021.0000047681367,Meknès
2023-02-01,1875.00001059981,1875.0000105399201,1875.000010659056,Meknès
2023-03-01,2623.0000140872903,2623.000014029766,2623.0000141470878,Meknès
2023-04-01,2038.9999932088906,2038.9999931481282,2038.999993268244,Meknès
2023-05-01,1912.00001030243,1912.0000102429217,1912.0000103582581,Meknès
2023-06-01,2418.0000254994834,2418.0000254393126,2418.000025561202,Meknès
2023-07-01,2005.9999942209713,2005.9999941615047,2005.9999942819222,Meknès
2023-08-01,1886.0000115029222,1886.0000114390605,1886.0000115612775,Meknès
2023-09-01,2036.0000128211755,2036.0000127615733,2036.000012879047,Meknès
2023-10-01,2056.0000076599736,2056.0000076005695,2056.000007716426,Meknès
2023-11-01,2108.000017716187,2108.0000176583403,2108.0000177752454,Meknès
2023-12-01,2104.999998946826,2104.999998888887,2104.999999006472,Meknès
2024-01-01,1862.0000092595685,1862.00000920357,1862.0000093159094,Meknès
2024-02-01,1906.000015647469,1906.0000155893988,1906.0000157026661,Meknès
2024-03-01,2667.0000220932175,2667.0000220374886,2667.0000221502482,Meknès
2024-04-01,2050.9999949249013,2050.9999948643144,2050.9999949856087,Meknès
2024-05-01,2052.000012465027,2052.000012410457,2052.000012518995,Meknès
2024-06-01,2862.0000337671677,2862.000033710175,2862.0000338228365,Meknès
2024-07-01,2056.99999625932,2056.9999962055845,2056.9999963158634,Meknès
2024-08-01,2114.0000148075496,2114.000014753432,2114.0000148659515,Meknès
2024-09-01,2095.0000150840606,2095.0000150258506,2095.0000151434897,Meknès
2024-10-01,2065.0000103557363,2065.00001029805,2065.0000104169594,Meknès
2024-11-01,1968.0000196905103,1968.0000196316835,1968.0000197515403,Meknès
2024-12-01,2076.0000028488967,2076.0000027893166,2076.000002907534,Meknès
2025-01-01,2107.8963349612645,2104.0645234719045,2112.245353289484,Meknès
2025-02-01,1748.2529978122718,1737.9810343844956,1759.9194048202057,Meknès
2025-03-01,2493.4872323023105,2464.3233993977683,2525.826026935207,Meknès
2025-04-01,1907.0582577900275,1871.2046972672108,1946.5338458662623,Meknès
2025-05-01,1850.8523961377966,1800.4288661810426,1908.8604690575705,Meknès
2025-06-01,2485.8352833588738,2391.3641989296393,2588.1460660899975,Meknès
2025-07-01,1862.6228702565743,1773.6024103098496,1958.4795556883844,Meknès
2025-08-01,1848.5415526503464,1734.4436988826094,1963.661073757841,Meknès
2025-09-01,1873.327267372501,1736.7170140120447,2011.146757826991,Meknès
2025-10-01,1847.5724335421278,1685.8745836858957,2008.801173919095,Meknès
2025-11-01,1791.9061257701085,1610.6265549485727,1974.5749678295879,Meknès
2025-12-01,1841.8773671502852,1626.9186179401383,2057.7715829555946,Meknès
2026-01-01,1774.6963689019053,1537.282248996044,2012.4754159715376,Meknès
2023-01-01,1633.9999963893176,1633.9999963516084,1633.999996427774,Béni Mellal
2023-02-01,1680.0000072011173,1680.0000071646803,1680.0000072408989,Béni Mellal
2023-03-01,2156.000030807859,2156.000030769545,2156.0000308475182,Béni Mellal
2023-04-01,1706.9999939535164,1706.9999939173965,1706.9999939914026,Béni Mellal
2023-05-01,1896.999998104524,1896.9999980664566,1896.999998143287,Béni Mellal
2023-06-01,1850.0000034803104,1850.0000034395289,1850.0000035200353,Béni Mellal
2023-07-01,1758.0000213774779,1758.0000213401427,1758.0000214144231,Béni Mellal
2023-08-01,1563.0000181105675,1563.0000180717677,1563.000018149374,Béni Mellal
2023-09-01,1659.999992714823,1659.9999926749822,1659.9999927529193,Béni Mellal
2023-10-01,1793.0000175404637,1793.0000175026414,1793.0000175791538,Béni Mellal
2023-11-01,1705.0000079415342,1705.0000079045421,1705.0000079777437,Béni Mellal
2023-12-01,1608.000010112465,1608.0000100734494,1608.0000101502542,Béni Mellal
2024-01-01,1638.9999964427807,1638.9999964051203,1638.9999964799044,Béni Mellal
2024-02-01,1758.0000090034275,1758.0000089677387,1758.0000090412561,Béni Mellal
2024-03-01,2129.0000340175434,2129.0000339807334,2129.0000340544325,Béni Mellal
2024-04-01,1717.9999961810213,1717.9999961446613,1717.9999962215359,Béni Mellal
2024-05-01,1703.9999988632883,1703.9999988240797,1703.9999988996542,Béni Mellal
2024-06-01,1974.000004367861,1974.0000043282341,1974.0000044032536,Béni Mellal
2024-07-01,1882.0000239166204,1882.000023879938,1882.0000239581084,Béni Mellal
2024-08-01,1754.0000207012029,1754.000020663665,1754.0000207391208,Béni Mellal
2024-09-01,1527.9999939332454,1527.9999938941621,1527.999993972654,Béni Mellal
2024-10-01,1716.0000197484226,1716.000019710037,1716.000019786776,Béni Mellal
2024-11-01,1644.0000106912298,1644.0000106541852,1644.000010729972,Béni Mellal
2024-12-01,1772.000012092803,1772.0000120539532,1772.0000121305943,Béni Mellal
2025-01-01,1959.4138010194395,1956.7938341416068,1961.8150688020266,Béni Mellal
2025-02-01,1863.5631762268897,1855.906884727727,1870.8079499629646,Béni Mellal
2025-03-01,2328.4020128770717,2309.448391399083,2344.734640607388,Béni Mellal
2025-04-01,1895.4107847346042,1870.830119645136,1916.4184137655923,Béni Mellal
2025-05-01,1986.1572404228946,1949.2874763868128,2017.435586753051,Béni Mellal
2025-06-01,2189.0444237345964,2135.5441637161125,2234.4657113985377,Béni Mellal
2025-07-01,2085.1412440857516,2022.3407327220145,2138.810657553448,Béni Mellal
2025-08-01,1914.5479873218808,1845.6013114388875,1974.6452005787805,Béni Mellal
2025-09-01,1783.6378637532216,1705.1097006372936,1851.6058242628253,Béni Mellal
